trailingPE,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,navPrice,ytdReturn,beta3Year,fundInceptionDate,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,averageDailyVolume3Month,trailingThreeMonthReturns,epsTrailingTwelveMonths,netExpenseRatio,priceToBook,morningStarOverallRating,morningStarRiskRating,dividendRate
,0,,,21.94,31.65,30.7438,27.7721,,,10.47688,1.3,1315440000,,,MUTUALFUND,FSSNX,0,12.42647,,0.025,,3,4,0.284
20.760517,944500,256.83,256.86,190.27,261.24,254.0388,238.8802,2.557,256.67,6.8919,1.24,974073600,0.1549086,0.1095604,ETF,VB,710147,7.55673,12.37397,0.05,1.8241919,,,
,,,,8.72,12.05,11.466,10.7214,,,4.25339,1.26,1619395200,,,MUTUALFUND,0P0001LCQ3,,9.09091,,0.1,,2,4,
20.89984,0,,,92.86,124.77,121.7236,114.45385,2.557,,6.89476,1.24,974073600,,,MUTUALFUND,VSMAX,0,7.56678,5.929711,0.05,0.8800346,4,3,1.2033
,,219.6,222.8,220.2,223.2,,,,,,,,,,ETF,0V1T.BE,,,,,,,,
18.873589,0,,,9.64,13.87,13.443,12.1667,,,10.28513,1.3,946425600,,,MUTUALFUND,GMRIX,0,12.35294,0.7285313,0.26,,3,4,0.04532
19.283875,0,,,18.78,28.72,23.7394,22.55295,,,4.15929,1.26,845337600,,,MUTUALFUND,CXXRX,0,9.10339,1.2585645,0.2,,3,4,0.37135
,0,,,20.64,28.46,27.6708,25.41755,,,9.13941,1.24,1562803200,,,MUTUALFUND,FISVX,0,12.61462,,0.05,,3,3,0.215
,0,,,21.7,27.33,26.5568,25.3629,,,23.0778,0.99,1225670400,,,MUTUALFUND,AIFRX,0,2.79609,,1,,4,4,0.57
,0,,,21.63,27.24,26.4684,25.27635,,,22.82875,0.99,1225670400,,,MUTUALFUND,AIAFX,0,2.73712,,1.25,,4,4,0.5229
,0,,,18.76,21.52,21.044,20.71475,,,,,,,,MUTUALFUND,XAGIX,0,,,,,,,
,0,,,11.81,18.1,17.3292,15.0388,,,14.19009,1.32,1622505600,,,MUTUALFUND,PBSIX,0,19.88756,,1.1,,2,4,
,0,,,11.63,17.8,17.0376,14.79645,,,13.99457,1.31,1622505600,,,MUTUALFUND,PBSRX,0,19.85714,-2.364,1.35,0.7180938,2,4,
,0,,,20.18,25.63,23.0416,23.1236,,,1.33104,1.25,1073260800,,,MUTUALFUND,CNREX,0,0.89782,,2.55,,4,4,0.0083
,0,0,0,0,14.65,14.204,12.46075,,,36.37236,1.33,1483056000,,,MUTUALFUND,RWCIX,0,17.34104,,1.37,,2,5,0.1164
,0,,,9.68,14.7,14.2506,12.4956,,,36.49425,1.33,1483056000,,,MUTUALFUND,RWCEX,0,17.28395,,1.25,,2,5,0.1324
,,,,8.78,15.63,15.0522,12.46545,0,,28.39506,,1676419200,,,MUTUALFUND,GMOYX,,25.8427,,0.86,,0,0,0.3051
,0,,,11.53,17.73,15.353,14.238,,,6.33173,1.27,1167782400,,,MUTUALFUND,DASVX,0,9.8862,,1.48,,3,3,0.0677
,0,,,9.04,14.32,11.9886,11.14105,,,5.69177,1.27,1167782400,,,MUTUALFUND,DCSVX,0,9.72727,,2.24,,2,3,0.0049
,0,,,11.84,18.18,15.7864,14.62915,,,6.5057,1.27,1167782400,,,MUTUALFUND,DNSVX,0,9.9723,,1.22,,3,3,0.1079
,0,,,20.1,29.23,28.0612,25.6956,,,10.31777,1.36,842832000,,,MUTUALFUND,OBSOX,0,8.07071,,1.25,,5,4,
,0,,,20.63,30.04,28.8336,26.3848,,,10.56257,1.36,842832000,,,MUTUALFUND,OBSIX,0,8.12126,,1,,5,4,
16.335432,,,,62.802,81.4753,79.01917,74.766,,,12.68372,1,1238457600,,,MUTUALFUND,0P0000JS5U,,6.3011,4.9027047,,,5,5,
,0,,,20.61,27,26.2238,24.732,,,13.62855,1.26,905990400,,,MUTUALFUND,TARZX,0,6.78788,,1.05,,5,5,0.21314
,0,,,20.59,26.94,26.1486,24.68725,,,13.3276,1.26,905990400,,,MUTUALFUND,TVRVX,0,6.67746,,1.4,,4,5,0.13363
,0,,,20.68,27.08,26.2956,24.8085,,,13.53899,1.26,905990400,,,MUTUALFUND,TAREX,0,6.72573,,1.15,,5,5,0.18983
16.344725,,,,43.6079,56.6598,54.973385,51.96752,,,12.98016,1,1238457600,,,MUTUALFUND,0P0000VO0V,,6.39547,3.410079,,,5,5,
20.79506,9308990,27.11,27.16,20.41,27.27,26.4488,24.7456,,26.49,12.70107,0.98,1376524800,0.1899348,0.16832091,ETF,FNDX,6123120,7.61139,1.304156,0.25,,,,
16.609787,0,,,14.91,20.58,20.1044,18.32485,0.1,,29.25081,1.14,1032739200,,,MUTUALFUND,PEQYX,0,4.86258,1.2372223,0.92,0.99012285,3,4,0.585
16.607718,0,,,14.14,19.49,19.044,17.3706,0.1,,28.96362,1.14,1032739200,,,MUTUALFUND,PEQUX,0,4.79643,1.1717443,1.17,0.9376054,3,4,0.546
16.586222,0,,,12.55,17.22,16.825,15.3802,0.1,,28.26255,1.14,1032739200,,,MUTUALFUND,PUGCX,0,4.59698,1.0357995,1.92,0.8277524,3,4,0.421
2.0707152,0,,,11.73,13.24,13.06,12.75625,0.1,,9.06096,1.15,1043107200,,,MUTUALFUND,PEQBX,0,4.66403,6.307,1.91,0.629246,2,4,0.222
16.599346,0,,,13.94,19.19,18.7446,17.10935,0.1,,28.74043,1.14,1032739200,,,MUTUALFUND,PGLRX,0,4.69723,1.1536599,1.42,0.92266923,3,4,0.512
16.613792,0,,,15.01,20.73,20.249,18.4526,0.1,,29.40415,1.14,1032739200,,,MUTUALFUND,PGLEX,0,4.88189,1.2459527,0.8,0.9973501,4,5,0.605
16.419472,0,,,9.71,12.5,11.49,11.1894,0,,8.46512,0.82,1398816000,,,MUTUALFUND,TOTRX,0,4.01427,0.71195954,1.23,,2,2,0.1045
16.433615,0,,,9.68,12.52,11.477,11.16065,0,,8.78505,0.83,1398816000,,,MUTUALFUND,TOTTX,0,4.11449,0.71073836,0.74,,3,2,0.1783
16.419327,0,,,9.73,12.56,11.5318,11.2186,0,,8.73606,0.82,1398816000,,,MUTUALFUND,TOTFX,0,4.09253,0.71440196,0.9,,3,2,0.1559
,0,,,14.04,15,14.4486,14.46035,,,,,,,,MUTUALFUND,XRAIX,0,,,,,,,
,,,,8.16,10.7,10.3402,9.76185,0,,18.10155,1.24,1480550400,,,MUTUALFUND,MLGLX,,5.41872,-0.345,1.16,1.3125398,1,3,0.1079
,0,,,8.17,10.73,10.3626,9.77655,0,,18.43267,1.24,1480550400,,,MUTUALFUND,MOGLX,0,5.50639,,0.91,,1,3,0.1305
19.791912,151980,15.9,31.81,24.58,32.538,31.4876,29.69253,,31.678,12.30526,0,1710979200,,,ETF,EAGL,144147,3.59786,1.6052011,0.8,,,,
16.810707,190,12.49,37.45,19.13,27.79,25.57202,23.07212,,27.05,21.08006,0.86,1619654400,0.0862597,,ETF,FORH,1985,11.76213,1.4838996,1.19,,,,
,0,,,14.48,18.22,17.8258,16.90605,,,14.55161,0.8,1560384000,,,MUTUALFUND,FEKFX,0,5.6628,,0.34,,4,2,0.221
19.969591,0,,,67.78,85.37,83.5058,79.18815,2.11,,14.41386,0.8,-114566400,,,MUTUALFUND,FEQIX,0,5.64017,4.275,0.53,1.3828013,4,2,0.983
19.950876,0,,,67.72,85.29,83.4298,79.1187,2.11,,14.49088,0.8,-114566400,,,MUTUALFUND,FEIKX,0,5.66822,4.275,0.46,1.3815055,4,2,1.024
,0,,,17.64,23.54,21.9544,20.65415,,,10.68209,1.02,1291075200,,,MUTUALFUND,JLVZX,0,6.59973,,1.19,,3,5,0.12046
,0,,,17.51,23.4,21.8054,20.51805,,,11.32851,1.02,1291075200,,,MUTUALFUND,JLVMX,0,6.85663,,0.44,,4,5,0.23477
,0,,,17.89,23.85,22.2706,20.95125,,,11.07705,1.02,1291075200,,,MUTUALFUND,OLVRX,0,6.74248,,0.69,,4,5,0.19443
,0,,,17.86,23.81,22.2376,20.91975,,,10.90323,1.02,1291075200,,,MUTUALFUND,OLVAX,0,6.68497,,0.93,,3,5,0.15933
,0,,,17.68,23.6,22.0102,20.71005,,,11.24257,1.02,1291075200,,,MUTUALFUND,JLVRX,0,6.76418,,0.54,,4,5,0.21916
,0,,,17.41,23.27,21.6742,20.3935,,,11.08597,1.02,1291075200,,,MUTUALFUND,HLQVX,0,6.78216,,0.69,,3,5,0.19718
,0,,,17.36,23.2,21.5976,20.32095,,,10.92623,1.02,1291075200,,,MUTUALFUND,OLVTX,0,6.68747,,0.94,,4,5,0.16051
,0,,,16.77,22.47,20.8576,19.6265,,,10.47199,1.02,1291075200,,,MUTUALFUND,OLVCX,0,6.53583,,1.44,,3,5,0.08818
22.14485,0,,,12.18,15.54,15.126,14.674,0,,18.1323,1.26,1493337600,,,MUTUALFUND,BINSX,0,-0.3937,0.6805194,0.68,,2,4,0.08438
22.142618,0,,,12.85,16.41,15.9764,15.48875,0,,18.35621,1.27,1493337600,,,MUTUALFUND,BGIVX,0,-0.31147,0.71884453,0.44,,3,4,0.11931
22.139627,0,,,12.33,15.73,15.3164,14.8522,0,,18.28618,1.27,1493337600,,,MUTUALFUND,BGIFX,0,-0.33129,0.689185,0.52,,3,4,0.10618
22.128515,0,,,12.06,15.39,14.9808,14.5299,0,,18.23899,1.27,1493337600,,,MUTUALFUND,BGIKX,0,-0.33135,0.67424315,0.59,,2,4,0.0991
22.136963,0,,,12.12,15.46,15.0498,14.59575,0,,18.22444,1.27,1493337600,,,MUTUALFUND,BGITX,0,-0.34899,0.6771706,0.59,,3,4,0.09836
22.140675,0,,,12.57,16.05,15.6284,15.1532,0,,18.31224,1.27,1493337600,,,MUTUALFUND,BGIUX,0,-0.32345,0.70318544,0.49,,2,4,0.10998
3.0251777,0,,,10.2,15.74,15.1274,13.2269,0.01,,27.60373,1.01,1175472000,,,MUTUALFUND,IGNCX,0,16.73122,5.203,1.97,1.2534841,2,3,0.76815
3.8400922,0,,,12.89,19.98,19.1892,16.74375,0.01,,28.27401,1.02,1175472000,,,MUTUALFUND,IGNAX,0,16.89106,5.203,1.22,1.5911443,3,3,0.84533
3.9611764,0,,,13.3,20.61,19.8002,17.27635,0.01,,28.23682,1.02,1175472000,,,MUTUALFUND,IGNYX,0,16.90391,5.203,1.22,1.6413156,3,3,0.82838
4.057275,0,,,13.59,21.11,20.2718,17.6677,0.01,,28.69898,1.02,1175472000,,,MUTUALFUND,INRSX,0,17.05336,5.203,0.8,1.6811341,3,3,0.88753
3.7862773,0,,,12.73,19.7,18.926,16.5253,0.01,,28.05707,1.01,1175472000,,,MUTUALFUND,IGNRX,0,16.86299,5.203,1.47,1.5688461,3,3,0.76527
4.059197,0,,,13.6,21.12,20.2774,17.6801,0.01,,28.45321,1.01,1175472000,,,MUTUALFUND,IGNIX,0,16.98551,5.203,0.97,1.6819304,3,3,0.86975
,0,,,11.8,15.99,14.8754,14.271,,,-0.40323,1.26,1561939200,,,MUTUALFUND,BUFSX,0,1.92572,,0.97,,2,4,0.02683
,0,,,11.88,16.11,14.997,14.38205,,,-0.33356,1.26,1561939200,,,MUTUALFUND,BUISX,0,1.97952,,0.87,,1,3,
23.050396,0,,,85.66,123,118.2188,106.98215,,,17.52505,1.15,697680000,,,MUTUALFUND,THPGX,0,10.10044,5.3061996,0.99,,4,5,0.709
15.211705,0,,,24.91,31.3,30.6212,29.18705,0,,18.78669,0.67,740102400,,,MUTUALFUND,TBGVX,0,2.05111,2.0471077,1.41,,2,1,0.49
,,,,53.41,60.48,59.0212,58.248684,,,9.58622,,846633600,,,MUTUALFUND,0P00000GGC.SW,,2.81047,,,,5,3,
,,,,145.89,163.44,160.2146,158.29408,,,8.2856,,846633600,,,MUTUALFUND,0P00000GGA.F,,2.99001,,,,4,3,
22.060928,0,,,12.27,16.19,15.581,14.7251,0,,11.15032,1.08,1006214400,,,MUTUALFUND,CVERX,0,7.86001,0.726624,0.8,,4,3,0.1045
22.058311,0,,,11.68,15.45,14.8176,14.0114,0,,11.062,1.09,1006214400,,,MUTUALFUND,NAMAX,0,7.80873,0.69089603,0.88,,4,3,0.09628
22.072786,,,,11.69,15.45,14.82,14.0133,,,11.05635,1.09,1006214400,,,MUTUALFUND,NAMBX,,7.80873,0.69089603,0.88,,4,3,0.0956
22.049183,0,,,11.56,15.28,14.6556,13.8582,0,,10.61515,1.09,1006214400,,,MUTUALFUND,CMVRX,0,7.68875,0.68347204,1.38,,3,3,0.04487
22.024645,0,,,10.05,13.37,12.6884,12.01645,0,,10.21598,1.08,1006214400,,,MUTUALFUND,CMUCX,0,7.58853,0.592064,1.88,,3,3,0.00295
22.04583,0,,,11.64,15.38,14.7534,13.95065,0,,10.9062,1.09,1006214400,,,MUTUALFUND,CMUAX,0,7.77696,0.688112,1.13,,3,3,0.07058
22.075954,0,,,11.62,15.37,14.7304,13.9315,0,,11.16319,1.08,1006214400,,,MUTUALFUND,CMVYX,0,7.89415,0.68672,0.75,,4,3,0.10997
27.919369,284790,48.06,48.8,27.7,59.2,54.1522,46.624077,0,56.144,53.01858,2.4,1548979200,0.5456713,0.057305798,ETF,ARKF,408969,13.05907,1.7342799,0.75,,,,
31.213089,0,,,19.36,24.59,22.8076,22.644,,,11.63695,0.93,896400000,,,MUTUALFUND,HLSCX,0,6.62275,0.74167603,1.09,,2,2,0.00926
31.22677,0,,,19.01,24.17,22.3824,22.23295,,,11.86453,0.93,896400000,,,MUTUALFUND,HBGIX,0,6.70303,0.72758085,0.84,,3,2,0.00926
31.248287,0,,,19.38,24.67,22.9074,22.70445,,,12.03979,0.93,896400000,,,MUTUALFUND,HIAGX,0,6.73613,0.7443608,0.59,,3,2,0.00926
26.315853,0,,,43.24,54.78,53.8622,50.9227,2.69,,10.21913,0.89,1243382400,,,MUTUALFUND,NBSRX,0,4.66744,2.0645351,0.88,1.249224,4,2,0.1032
26.325682,0,,,43.16,54.76,53.8404,50.86285,2.69,,10.45175,0.89,1243382400,,,MUTUALFUND,NRSRX,0,4.7517,2.0633843,0.61,1.248994,4,2,0.0649
26.320976,0,,,43.15,54.73,53.805,50.84295,2.69,,10.39014,0.89,1243382400,,,MUTUALFUND,NBSLX,0,4.71367,2.0622334,0.7,1.2480743,4,2,0.0497
26.294485,0,,,42.78,54.07,53.163,50.32535,2.69,,9.86148,0.89,1243382400,,,MUTUALFUND,NRARX,0,4.56513,2.0384502,1.32,1.2324388,3,2,0.0672
26.306873,0,,,43.14,54.61,53.6946,50.7891,2.69,,10.09438,0.89,1243382400,,,MUTUALFUND,NBSTX,0,4.62078,2.0583975,1.06,1.2450852,3,2,0.0544
26.273285,0,,,41.15,51.87,51.0056,48.35135,2.69,,9.46555,0.89,1243382400,,,MUTUALFUND,NRACX,0,4.4226,1.9563599,1.82,1.1818538,3,2,0.15831
26.353228,,,,43.28,55.11,54.1564,51.08285,,,10.88784,0.89,1243382400,,,MUTUALFUND,NRAEX,,4.86717,2.0745087,0.08,,4,2,0.2464
26.30745,0,,,43.04,54.48,53.5606,50.6645,2.69,,10.07608,0.89,1243382400,,,MUTUALFUND,NRAAX,0,4.63253,2.0534108,1.07,1.2420961,3,2,0.055
15.983302,13120,66.95,69.98,50.53,69.08,66.4772,62.6428,0.92,66.8062,6.78681,1.28,1088380800,0.1288797,0.142268,ETF,ISCV,23950,9.00311,4.2688303,0.06,1.1701052,,,
23.609024,4580,207,257,179.13,248.81,243.2742,224.4668,0,243.8867,13.03821,1.09,1316131200,0.2139212,0.1545559,ETF,TILT,6846,8.45599,10.486245,0.25,,,,
19.485817,3970,64.71,97.18,46.59,65.27,63.5922,58.99695,0.602,64.32377,8.73878,1.27,1088380800,0.1544823,0.10670961,ETF,ISCB,4295,9.31285,3.3141131,0.04,1.1083533,,,
21.426626,651350,17.72,52.63,27.619,35.79,34.8796,33.068176,,34.96,19.14972,0,1695686400,,,ETF,CGDG,547792,3.41964,1.65215,0.47,,,,
,0,,,8.75,9.33,9.2448,9.0764,0,,7.42912,1.11,1091145600,,,MUTUALFUND,PIGIX,0,2.64937,,0.95,,4,3,0.31951
,0,,,8.75,9.33,9.2448,9.07655,0,,7.11215,1.11,1091145600,,,MUTUALFUND,PBDAX,0,2.54637,,1.35,,3,3,0.29266
,0,,,8.75,9.33,9.2448,9.0764,0,,7.3105,1.11,1091145600,,,MUTUALFUND,PCNNX,0,2.61063,,1.1,,3,3,0.30947
,0,,,8.75,9.33,9.2448,9.07635,0,,7.23063,1.11,1091145600,,,MUTUALFUND,PGCAX,0,2.58494,,1.2,,3,3,0.3027
,0,,,8.75,9.33,9.2448,9.07635,0,,6.51934,1.11,1091145600,,,MUTUALFUND,PBDCX,0,2.35318,,2.1,,1,3,0.24223
,0,,,8.75,9.33,9.2448,9.07635,0,,7.34998,1.11,1091145600,,,MUTUALFUND,PBDPX,0,2.62367,,1.05,,3,3,0.31281
,0,,,8.37,9.22,9.044,8.80535,,,8.20344,1.99,1330473600,,,MUTUALFUND,PTCIX,0,3.63842,,1.24,,5,4,0.37557
,0,,,8.37,9.22,9.044,8.80535,,,8.12331,1.99,1330473600,,,MUTUALFUND,PLCPX,0,3.61229,,1.34,,5,4,0.36903
,0,,,27.4,39.27,38.0174,34.5809,,,16.2343,1.09,1028160000,,,MUTUALFUND,SACVX,0,8.95954,,2.22,,4,5,0.5926
,0,,,27.46,39.38,38.1232,34.6545,,,16.86601,1.09,1028160000,,,MUTUALFUND,SOAVX,0,9.15656,,1.52,,5,5,0.7
,0,,,27.47,39.41,38.1504,34.6704,,,17.12166,1.09,1028160000,,,MUTUALFUND,SOIVX,0,9.24588,,1.22,,5,5,0.7476
,0,,,15.21,20.86,19.0248,18.086,,,1.76849,0.86,864777600,,,MUTUALFUND,DASCX,0,6.74536,,1.15,,3,2,0.3083
,0,,,13.29,14.76,14.4824,14.30315,,,7.26229,0.54,1262217600,,,MUTUALFUND,FOCIX,0,3.38837,,1.01,,4,5,0.19691
,2,500,660,520,651.6,637.44,606.2272,,34.14,,,1543276800,,,ETF,EBIZ.MX,8,,,0.5,,,,
,,27.52,28.595,27.8,27.8,,,,,,,,,,ETF,GX00.BE,,,,,,,,
23.340685,10650,32.21,32.95,23.51,36,33.77698,31.248655,,34.14,27.30432,1.82,1543276800,0.3247515,0.0394152,ETF,EBIZ,6360,14.70588,1.395576,0.5,,,,
,0,,,15.52,20.95,20.2634,18.91655,0.18,,19.26381,0.84,921456000,,,MUTUALFUND,UEPSX,0,5.19583,-0.484,2.78,1.7716901,3,2,0.19013
,0,,,14.29,19.24,18.601,17.4168,0.18,,20.11113,0.84,921456000,,,MUTUALFUND,UEPIX,0,5.37987,-0.484,1.78,1.6275125,3,2,0.32189
11.920039,0,,,7.84,11.48,10.4226,9.70535,0.34,,5.79421,1.16,992476800,,,MUTUALFUND,RYVFX,0,11.59115,0.8909367,1.49,1.2445799,3,3,0.0951
11.930927,0,,,7.89,11.57,10.5032,9.77335,0.34,,6.06362,1.17,992476800,,,MUTUALFUND,RVVHX,0,11.61088,0.89766705,1.24,1.2551272,3,3,0.1243
25.11895,0,,,85.75,121.1,117.8996,107.66895,0,,15.19177,1.01,989798400,,,MUTUALFUND,VGIAX,0,8.00148,4.8055353,0.24,,4,3,0.5119
,,,,25.43,35.55,34.3962,31.9449,,,11.06719,1.21,988675200,,,MUTUALFUND,0P00003EIR,,2.74223,,0.67,,3,4,0.17734
,,,,24.56,34.27,33.1612,30.9377,,,10.83845,1.21,988675200,,,MUTUALFUND,0P00003DHE,,2.68393,,0.97,,3,4,0.11529
24.340286,0,,,19.06,27.18,24.72,23.24975,,,12.37579,1.09,1162252800,,,MUTUALFUND,CSMFX,0,5.82731,1.0332664,2,,3,3,0.00322
24.391098,0,,,19.99,28.57,26.0798,24.4492,,,13.3535,1.1,1162252800,,,MUTUALFUND,CSMUX,0,6.15136,1.0893319,0.85,,3,3,0.15352
24.381685,0,,,20.01,28.58,26.098,24.4728,,,13.24418,1.1,1162252800,,,MUTUALFUND,UMBMX,0,6.10348,1.0901625,0.95,,4,3,0.12325
24.375565,0,,,19.84,28.27,25.825,24.2381,,,13.00565,1.1,1162252800,,,MUTUALFUND,CSMEX,0,6.04082,1.0789493,1.25,,3,3,0.05692
14.475638,27115620,54.26,54.27,38.19,56.31,54.2324,48.52995,0.76,54.83086,27.8164,1.06,1049673600,0.19448191,0.060184203,ETF,EEM,26931998,10.57657,3.7497482,0.72,1.0327442,,,
14.6197605,24711,82.7,83.2,64.46,86.18,83.44633,75.45378,1.393,83.26378,18.83539,1.03,1049673600,0.1760422,0.0748841,ETF,IEM.AX,31138,9.38994,5.680668,,2.055388,,,
,8563,82.53,83.73,64.575,86.04,83.5404,75.59505,,,,,,,,ETF,IEM.XA,7381,,,,,,,
6.186916,6753,993,1015.99,800.01,1095,999.2916,924.7158,0.76,54.83086,,,1049673600,,,ETF,EEM.MX,4336,,160.5,0.72,18.893055,,,
,0,,,47.4418,60.3583,59.121883,55.499516,,,12.94464,0.74,1183420800,,,MUTUALFUND,0P0000738S.TO,0,9.74533,,,,3,1,0.385
,,,,83.7952,117.7209,114.07353,102.65221,,,27.79465,1.09,1358985600,,,MUTUALFUND,0P0001B6XF,,12.51662,,,,2,3,
,,22.826,23.436,22.832,23.005,,,,,,,,,,ETF,BYQ9.DU,,,,,,,,
17.719334,0,,,10.86,12.84,12.2742,11.8531,,,5.54113,0.94,1189468800,,,MUTUALFUND,0P00009PAR.TW,0,7.49559,0.72688967,,,3,2,
23.192486,0,,,6.2,7.52,7.2656,6.85335,,,8.20896,0.88,1496275200,,,MUTUALFUND,0P0000S1BY.TW,0,10.01517,0.32683,,,2,1,
,,175.396,180.194,175.559,175.559,,,,,,,,,,ETF,DXQK.MU,,,,,,,,
,0,0,0,19.8,22.83,20.133333,19.8,,,,,,,,ETF,BYQN.HM,0,,,,,,,
,,22.814,23.424,22.791,22.791,,,,,,,,,,ETF,BYQ9.MU,,,,,,,,
,0,23.09,23.444,9.88,22.84,14.69,14.69,0,,,,,,,ETF,BYQN.F,0,,,,,,,
,,0,0,18.87,22.88,,19.462,,,,,,,,ETF,BYQN.BE,,,,,,,,
,,0,0,174.53,174.53,,,,,,,,,,ETF,DXQK.BE,,,,,,,,
,,0,0,22.87,22.87,,,,,,,,,,ETF,BYQ9.BE,,,,,,,,
,0,22.862,23.473,11.34,22.859,13.19,13.19,0,,,,,,,ETF,BYQ9.F,0,,,,,,,
,,0,0,22.82,23.03,,,,,,,,,,ETF,BYQN.MU,,,,,,,,
20.207283,0,,,34.53,49.52,47.424,42.68995,,,27.9957,0.98,1272585600,,,MUTUALFUND,GHAYX,0,12.8108,2.4506016,1.13,,2,4,1.1731
16.742006,0,,,28.26,35.16,31.6458,32.78385,,,3.79705,1.02,1272585600,,,MUTUALFUND,GHACX,0,-0.12598,1.8940382,2.2,,2,4,0.773
,,,,120.79,165.57,157.9954,145.37825,,,14.48991,1.16,1734652800,,,MUTUALFUND,0P0001LDPH.F,,13.81275,,,,3,3,
12.771336,,,,117.16,168.37,161.8056,145.41495,,,28.26293,1.15,1734652800,,,MUTUALFUND,0P0001KRF2,,13.04529,13.183429,,,4,3,
,,,,135.32,177.93,171.3776,161.1869,,,8.72847,0.99,1079308800,,,MUTUALFUND,0P0000199L.F,,9.07326,,,,3,2,
,,,,98.16,138.53,133.5768,121.1755,,,25.13946,,1734652800,,,MUTUALFUND,0P0001KREW.F,,12.12929,,,,0,0,
14.14426,650,20.15,33.55,23.97,26.984,26.26214,25.837843,,,,,,,,EQUITY,TIIV,269,,1.8932838,,,,,
23.041365,0,,,12.47,15,13.7038,13.8193,0.29,,0.92429,1.11,1641859200,,,MUTUALFUND,NRREX,0,0.70711,0.5915448,0.75,0.9433179,4,2,0.2504
23.041645,0,,,12.48,15.01,13.715,13.8308,0.29,,0.77495,1.11,1641859200,,,MUTUALFUND,NBRIX,0,0.68047,0.59197164,0.85,0.94400996,3,2,0.2397
23.074919,,,,12.46,15.01,13.7012,13.82,,,1.43024,1.11,1641859200,,,MUTUALFUND,NREEX,,0.87913,0.59111804,0.08,,2,3,0.3207
,0,,,3.03,3.89,3.3044,3.35445,,,,,,,,MUTUALFUND,XNROX,0,,,,,,,
22.99223,0,,,12.51,15.01,13.7386,13.8487,0.29,,-0.01,1.1,1641859200,,,MUTUALFUND,NRECX,0,0.38546,0.59367883,1.96,0.944702,3,2,0.1197
23.005718,0,,,12.41,14.92,13.6352,13.748,0.29,,0.38901,1.11,1641859200,,,MUTUALFUND,NRERX,0,0.52348,0.588984,1.46,0.93778116,3,2,0.1754
23.04024,0,,,12.43,14.95,13.661,13.7746,0.29,,0.68697,1.1,1641859200,,,MUTUALFUND,NBRFX,0,0.63051,0.5898376,1.39,0.9405495,3,2,0.217
23.04024,0,,,12.44,14.95,13.6646,13.7787,0.29,,0.50378,1.1,1641859200,,,MUTUALFUND,NREAX,0,0.58681,0.5898376,1.21,0.9405495,3,2,0.2016
,0,,,15.28,20.73,19.9838,18.9676,,,25.37037,1.06,1259798400,,,MUTUALFUND,FSTSX,0,2.36895,,0.02,,5,2,0.549
,0,,,9.91,13.1,12.264,11.9914,,,5.66836,1.25,1262131200,,,MUTUALFUND,VVPSX,0,3.73754,,1.15,,2,5,0.13833
,0,,,10.01,13.25,12.4126,12.12785,,,5.86265,1.25,1262131200,,,MUTUALFUND,VVISX,0,3.86196,,1,,2,4,0.17672
24.655144,44900,85.5,94.65,27.93,95.25,80.2107,57.18537,,91.216,177.27815,1.6,1639440000,0.85253906,,ETF,GDMN,104449,58.22742,3.6357524,0.45,,,,
22.832779,7480,35,45.5,22.76,54.84,46.71856,36.66983,,48.852,58.89454,0,1727049600,,,ETF,URAN,15434,20.78162,1.8629708,0.35,,,,
,0,,,8.56,13.34,12.7374,11.0594,0,,31.53929,1.1,1318291200,,,MUTUALFUND,IEMHX,0,8.52575,,1.48,,3,4,0.3976
,0,,,8.92,10.04,9.4434,9.407447,0,,3.78198,0.99,1318291200,,,MUTUALFUND,VMEPX,0,-0.63898,,1.75,,3,3,0.3625
,0,,,8.59,13.36,12.759,11.08675,0,,31.18971,1.1,1318291200,,,MUTUALFUND,IEMKX,0,8.41453,,1.73,,2,4,0.377
,0,,,8.61,13.44,12.8268,11.1276,0,,31.8328,1.1,1318291200,,,MUTUALFUND,IEMGX,0,8.56134,,1.13,,3,4,0.4349
,0,,,8.54,13.25,12.6542,11.0119,0,,30.78579,1.1,1318291200,,,MUTUALFUND,IEMJX,0,8.28877,,2.23,,2,4,0.3471
,0,,,8.58,13.39,12.78,11.0901,0,,31.68636,1.1,1318291200,,,MUTUALFUND,IEMLX,0,8.59167,,1.23,,3,4,0.4238
22.651634,268870,22.88,22.95,10.5,31.45,25.8742,19.45015,,28.83,48.66627,0,1619481600,0.7235293,,ETF,BITQ,255806,27.3743,1.0127305,0.85,,,,
21.117594,219190,77.42,77.98,28.22,123.69,93.4692,60.14782,0,111.4,68.69675,3.95,1626048000,0.79052454,,ETF,BKCH,134876,62.96506,3.677976,0.5,,,,
,146,1390.02,2014,630,2227.97,1629.5032,1251.8281,0,111.4,,,1626048000,,,ETF,BKCH.MX,209,,,0.5,,,,
,,10.116,10.33,10.652,11.002,,,,,,,,,,MUTUALFUND,IE000XAGSCY5.SG,,,,,,,,
,1115510,18.57,19.58,7.8,27.49,22.148,16.18975,,25.27,50.65926,0,1618185600,0.81102043,,ETF,DAPP,741631,31.57576,,0.51,,,,
