trailingPE,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,navPrice,ytdReturn,beta3Year,fundInceptionDate,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,averageDailyVolume3Month,trailingThreeMonthReturns,epsTrailingTwelveMonths,netExpenseRatio,priceToBook,morningStarOverallRating,morningStarRiskRating,dividendRate
15.085479,3850,32.92,33.01,22.814,33.96,32.82068,29.318605,,33.03,29.18197,0,1701820800,,,ETF,NSI,4782,9.7752,2.185194,0.75,,,,
15.478389,1699930,47.71,47.78,43.75,53.24,46.6466,48.5257,0,46.2508,3.48722,0.58,1282694400,0.1440963,0.2644315,ETF,AMLP,1665528,-1.8039,3.0823622,0.85,,,,
,0,829,0,47.1663,954.19,876.3244,886.74915,0,46.25,,,1282694400,,,ETF,AMLP.MX,186,,,0.85,,,,
,,41.43,43.14,41.92,42.35,,,,,,,,,,ETF,4GRT.BE,,,,,,,,
,27,0,0,49.97,889,789.0232,775.1712,0,47.67,,,1334707200,,,ETF,MLPA.MX,4,,,0.45,,,,
13.573242,426340,49.09,49.21,45.09,54.53,48.0884,49.8859,0,47.67,4.13218,0.49,1334707200,0.125396,0.2480393,ETF,MLPA,233688,-1.53532,3.6188848,0.45,,,,
16.635492,0,,,35.99,42.47,37.622,38.79485,,,2.5777,0.67,1523836800,,,MUTUALFUND,GMNPX,0,-1.36029,2.2980986,6.62,,3,3,1.921
3.596639,0,10.366,10.956,9.263,12.93,9.89646,10.492535,0.96,,,,,,,ETF,KA5.F,1,,2.856,,0.7432169,,,
17.410202,0,,,16.82,20.39,18.152,18.41415,0,,4.58569,0.75,1306800000,,,MUTUALFUND,TORCX,0,0.22483,1.0591491,1.92,,3,2,0.594
17.444595,0,,,17.3,20.94,18.7642,18.98575,0,,5.21829,0.75,1306800000,,,MUTUALFUND,TORTX,0,0.42511,1.0943217,1.17,,4,3,0.594
17.456913,0,,,17.6,21.29,19.1238,19.33145,0,,5.34093,0.74,1306800000,,,MUTUALFUND,TORIX,0,0.4683,1.1147445,0.92,,4,3,0.594
18.052635,495680,59.96,61.63,53.54,67.47,60.0824,60.9245,,59.32,7.39582,0.76,1375747200,0.20044121,0.2726528,ETF,MLPX,355304,1.12688,3.3751307,0.45,,,,
18.217636,6780,25.33,25.46,21.3,26.109,25.15726,24.890566,,24.61,10.02169,0,1715040000,,,ETF,MLPD,7196,5.96965,1.3932928,0.6,,,,
15.1422,0,,,7.91,9.43,8.191,8.46945,,,0.96225,0.64,1396224000,,,MUTUALFUND,MLCPX,0,-1.73261,0.5520994,12.21,,3,3,0.33
15.220467,0,,,9.34,11.11,9.7814,10.0568,,,1.7167,0.65,1396224000,,,MUTUALFUND,IMLPX,0,-1.55446,0.6576671,11.21,,4,4,0.33
15.202308,0,,,8.79,10.46,9.179,9.45255,,,1.50524,0.64,1396224000,,,MUTUALFUND,AMLPX,0,-1.55199,0.6176694,11.46,,3,3,0.33
,0,,,39.45,60.16,49.197,47.28375,,,4.03192,1.18,1054512000,,,MUTUALFUND,DEVCX,0,4.82438,,1.85,,2,3,0.54031
,0,,,51.05,75.44,63.8492,61.2765,,,4.43542,1.18,1054512000,,,MUTUALFUND,DVLRX,0,4.96408,,1.35,,2,3,0.64337
,0,,,58.04,84.78,72.7808,69.74725,,,4.82324,1.18,1054512000,,,MUTUALFUND,DEVIX,0,5.09399,,0.85,,3,3,0.93132
,0,,,58.12,84.97,72.9414,69.8749,,,4.93209,1.18,1054512000,,,MUTUALFUND,DVZRX,0,5.12747,,0.7,,3,3,1.03521
,0,,,53.46,78.69,66.945,64.2018,,,4.62733,1.18,1054512000,,,MUTUALFUND,DEVLX,0,5.0187,,1.1,,3,3,0.78877
2.027778,0,,,7.83,12.55,9.6356,9.40485,0,,0.20263,1.43,882316800,,,MUTUALFUND,WMCVX,0,4.87805,4.68,1.18,0.9018341,3,5,0.00698
2.0576923,0,,,7.94,12.7,9.7722,9.53435,0,,0.3,1.43,882316800,,,MUTUALFUND,WICVX,0,4.91632,4.68,1.06,0.9151383,3,5,0.01952
1.3990825,0,,,6.28,8.9,8.4144,7.7751,0.67,,2.90206,1.33,803520000,,,MUTUALFUND,WMICX,0,9.52381,6.104,1.66,0.64859116,3,5,0.00513
,0,,,3.44,4.69,4.5232,4.1932,,,9.26366,1.13,1059350400,,,MUTUALFUND,WGMVX,0,10.31175,,1.6,,4,3,
1.4007208,0,,,6.29,8.91,8.429,7.78765,0.67,,2.89855,1.33,803520000,,,MUTUALFUND,WGICX,0,9.37099,6.104,1.59,0.64935064,2,4,
1.7384557,0,,,3.42,4.65,4.4836,4.1577,0.53,,9.09091,1.13,1059350400,,,MUTUALFUND,WAMVX,0,10.41162,2.577,1.71,0.95787895,5,3,0.01794
,0,,,20.25,27.31,25.0184,23.9839,0,,8.56715,1.19,969926400,,,MUTUALFUND,FSCRX,0,7.61099,,0.91,,3,3,0.005
,0,,,35.83,55.53,53.0704,46.9523,,,16.33803,1.51,820195200,,,MUTUALFUND,OMCIX,0,15.7611,,1.22,,5,5,
,0,,,34.97,54.12,51.7262,45.7948,,,16.1047,1.51,820195200,,,MUTUALFUND,OBMCX,0,15.69408,,1.47,,5,5,
,0,,,23.43,26.41,24.9888,24.55825,,,0.72347,0.13,1127088000,,,MUTUALFUND,RYMSX,0,2.6208,,2.06,,2,3,0.71594
,0,,,23.33,26.3,24.8818,24.4523,,,0.68604,0.13,1127088000,,,MUTUALFUND,RYMQX,0,2.63266,,2.06,,2,3,0.71591
,0,,,23.89,26.95,25.5078,25.0495,,,0.86785,0.13,1127088000,,,MUTUALFUND,RYIMX,0,2.69076,,1.81,,2,3,0.77666
,0,,,21.27,23.68,22.5886,22.24705,,,0.13257,0.13,1127088000,,,MUTUALFUND,RYMRX,0,2.44123,,2.81,,2,3,0.31261
,0,,,11.28,12.16,12.0876,11.83285,,,7.91426,0.44,1446422400,,,MUTUALFUND,TDIFX,0,2.9064,,0.18,,3,1,0.2767
16.848646,934460,31.85,49.85,24.59,33.775,32.9279,30.698826,0,33.01,29.51176,0.99,1647993600,0.22508231,,ETF,DFIC,969614,6.37049,1.993632,0.23,,,,
17.765387,1079290,37.21,37.22,27.67,37.56,36.5882,34.23505,,36.7568,26.81986,0.97,1605571200,0.2206925,,ETF,DFAI,1098779,5.95734,2.0933964,0.18,,,,
,0,,,31.93,41.8,40.6772,37.8242,,,7.46041,0.9,1190678400,,,MUTUALFUND,0P0000AAB5.L,0,8.49595,,,,4,4,0.52517
,0,,,42.15,55.41,53.9292,50.0513,,,7.44422,0.9,1190678400,,,MUTUALFUND,0P0000AAB8.L,0,8.47839,,,,4,4,0.68782
14.139349,11660,0,0,23.935,30.664,29.64766,28.22336,,29.5378,16.84747,0,1709078400,,,ETF,GINX,13857,5.13205,2.1588051,0.99,,,,
12.176883,37250,31.55,48.73,23.11,32.83,31.46054,29.17429,,31.1306,32.95348,0,1730073600,,,ETF,GMOI,31757,8.22927,2.6607797,0.6,,,,
16.30501,0,,,4.96,5.76,5.4838,5.51065,,,6.54362,0.8,1388448000,,,MUTUALFUND,LSPCX,0,2.44417,0.3422261,4.61,,1,3,0.3123
16.308792,0,,,4.88,5.68,5.391,5.4212,,,6.94676,0.81,1388448000,,,MUTUALFUND,LSPAX,0,2.51766,0.33601508,3.86,,1,3,0.3474
16.309954,0,,,4.85,5.65,5.3596,5.39145,,,7.23201,0.81,1388448000,,,MUTUALFUND,LSPIX,0,2.61061,0.33415177,3.61,,1,3,0.36
,0,,,8.87,9.31,9.2668,9.13455,,,6.54976,0.7,553392000,,,MUTUALFUND,IIINX,0,2.48303,,0.67,,2,3,0.33926
,0,,,8.87,9.31,9.266,9.13385,,,6.35501,0.7,553392000,,,MUTUALFUND,AAINX,0,2.42065,,0.93,,2,3,0.32252
,0,,,6.81,7.51,7.4346,7.22265,,,7.67687,0.68,852681600,,,MUTUALFUND,AAHYX,0,3.46973,,0.95,,4,4,0.20378
,0,,,6.73,7.42,7.339,7.13055,,,7.82026,0.68,852681600,,,MUTUALFUND,THYFX,0,3.43512,,0.7,,4,4,0.21627
,0,,,6.81,7.51,7.4346,7.22265,,,7.67687,0.68,852681600,,,MUTUALFUND,AAHYX,0,3.46973,,0.95,,4,4,0.20378
,0,,,6.73,7.42,7.339,7.13055,,,7.82026,0.68,852681600,,,MUTUALFUND,THYFX,0,3.43512,,0.7,,4,4,0.21627
,0,,,12.96,15.05,14.8688,14.26205,,,10.14518,0.8,883353600,,,MUTUALFUND,IBBFX,0,4.28892,,0.75,,4,4,0.30577
,0,,,13.01,15.1,14.9146,14.30515,,,9.91483,0.8,883353600,,,MUTUALFUND,AABFX,0,4.2828,,0.99,,3,4,0.28044
,0,0,1750,1720.01,1927,1752.7184,1784.7133,0,94.62393,,,1318896000,,,ETF,USMV.MX,25,,,0.15,,,,
24.518036,2579820,94.49,94.5,83.99,95.59,94.1134,93.1492,0,94.62393,8.28402,0.64,1318896000,0.1425695,0.0974208,ETF,USMV,2298017,1.73209,3.8567526,0.15,,,,
,0,,,27.53,42.88,41.4936,36.56475,,,35.78672,1.19,528508800,,,MUTUALFUND,FPBFX,0,14.51034,,0.87,,4,3,1.83
,0,,,11.7,12.83,12.7006,12.4131,,,,,,,,MUTUALFUND,XPFDX,0,,,,,,,
,0,,,9.54,10.48,10.3678,10.12755,,,,,,,,MUTUALFUND,XPFOX,0,,,,,,,
,0,,,11.7,12.83,12.7006,12.4131,,,,,,,,MUTUALFUND,XPFDX,0,,,,,,,
,0,,,9.54,10.48,10.3678,10.12755,,,,,,,,MUTUALFUND,XPFOX,0,,,,,,,
,0,,,11.7,12.83,12.7006,12.4131,,,,,,,,MUTUALFUND,XPFDX,0,,,,,,,
,0,,,9.54,10.48,10.3678,10.12755,,,,,,,,MUTUALFUND,XPFOX,0,,,,,,,
,460,21.14,31.8,19.56,22.9,21.35076,20.8472,,21.47,5.0855,2.31,1603152000,0.0806115,0.0128876,ETF,RTAI,896,5.85439,,4.72,,,,
60.054,0,,,8.81,9.47,9.1046,9.0592,,,1.71191,0.86,1430352000,,,MUTUALFUND,STAYX,0,2.0879,0.1515303,0.62,,2,4,0.3133
,0,,,8.24,9.14,8.6506,8.56645,,,2.09672,1.58,1412035200,,,MUTUALFUND,ROBNX,0,3.90405,,2.92,,5,5,0.37406
60.119987,0,,,8.82,9.47,9.1132,9.0676,,,1.41469,0.86,1430352000,,,MUTUALFUND,SEATX,0,1.91184,0.1515303,0.86,,2,4,0.2967
,0,,,8.24,9.15,8.65,8.5657,,,1.33939,1.59,1412035200,,,MUTUALFUND,ROBCX,0,3.63897,,3.92,,3,5,0.30237
,0,,,8.25,9.15,8.6538,8.57065,,,1.90633,1.59,1412035200,,,MUTUALFUND,ROBAX,0,3.83776,,3.17,,5,5,0.35628
26.651955,743380,21.39,21.4,19.2,22.85,21.6156,21.3147,0,21.50429,6.21074,1.22,1526342400,0.1659058,0.11836039,ETF,PFFA,671493,7.97504,0.8036934,2.48,,,,
,21450,21.85,21.86,20.61,22.34,22.0541,21.66749,,22.03558,5.82197,0.82,1623715200,0.097048305,,ETF,FPFD,23363,3.87838,,0.6,,,,
,0,,,156.01,219.23,164.0248,173.1564,,,-3.44218,0.74,1171584000,,,MUTUALFUND,KSCOX,0,-4.46699,,1.64,,5,5,2.93979
,0,,,160.28,224.92,168.484,177.75435,,,-3.28773,0.74,1171584000,,,MUTUALFUND,KSCYX,0,-4.41402,,1.44,,5,5,3.20075
,0,,,149.05,209.83,156.7414,165.59525,,,-3.61342,0.74,1171584000,,,MUTUALFUND,KSOAX,0,-4.51857,,1.89,,5,5,2.58161
,0,,,138.81,196.12,146.0346,154.52345,,,-3.97447,0.74,1171584000,,,MUTUALFUND,KSOCX,0,-4.64584,,2.39,,5,5,2.00978
,0,,,173.65,270.93,259.3602,233.2991,0,,15.84653,1.27,1728345600,,,MUTUALFUND,FBGRX,0,11.19642,,0.61,,5,4,0.53
,517620,54.62,54.83,33.57,56.5,53.8691,47.7914,,53.618,15.89303,1.29,1591056000,0.3538298,0.1611453,ETF,FBCG,462095,11.17126,,0.59,,,,
,0,0,0,0,44.99,43.0772,38.4347,,,17.72181,1.27,1495670400,,,MUTUALFUND,FBCGX,0,11.17165,,0.45,,4,4,0.007
,0,,,174.67,272.65,261.0104,234.7194,0,,15.90587,1.27,1728345600,,,MUTUALFUND,FBGKX,0,11.21317,,0.54,,5,4,0.731
,0,,,54.89,93.02,89.4092,75.253,0,,17.62808,1.49,1488499200,,,MUTUALFUND,HRSMX,0,18.68132,,1.07,,5,5,0.00387
,0,,,55.28,93.74,90.1064,75.8197,0,,17.71932,1.49,1488499200,,,MUTUALFUND,HRSIX,0,18.71802,,0.99,,5,5,
,0,,,53.53,90.59,87.081,73.34275,0,,17.40149,1.49,1488499200,,,MUTUALFUND,HRSRX,0,18.59429,,1.31,,5,5,
,0,,,35.59,52.07,48.446,44.5176,,,14.32298,1.03,1210291200,,,MUTUALFUND,FDCAX,0,7.49164,,0.56,,3,2,0.109
,0,,,35.79,52.31,48.7382,44.7768,,,14.38679,1.03,1210291200,,,MUTUALFUND,FCAKX,0,7.51496,,0.49,,3,2,0.113
19.684778,6195410,114.8,114.88,84.02,119.55,114.8924,106.0709,0,116.22806,23.41906,1.02,1529280000,0.3402137,0.1518266,ETF,XLC,5814017,9.45554,5.8344574,0.08,,,,
,849,2101.72,2200,1730,2185,2117.9358,2024.185,0,116.22806,,,1529280000,,,ETF,XLC.MX,2751,,,0.08,,,,
19.231441,1490,18.57,30.93,24.053,26.1,25.12762,25.251093,,,,,,,,EQUITY,XLCI,714,,1.2845631,,,,,
20.278831,0,,,68.96,86.99,84.6946,81.56065,,,5.57221,1.12,846806400,,,MUTUALFUND,OANLX,0,2.41183,4.289695,0.76,,4,5,0.4276
20.26868,0,,,68.87,86.82,84.5382,81.436,,,5.49025,1.12,846806400,,,MUTUALFUND,OAYLX,0,2.37893,4.283456,0.87,,4,5,0.3482
20.257603,0,,,69,86.92,84.6404,81.56645,,,5.39057,1.12,846806400,,,MUTUALFUND,OAKLX,0,2.33854,4.290735,0.99,,3,5,0.2462
20.283367,0,,,68.96,87.02,84.7144,81.57125,,,5.5972,1.12,846806400,,,MUTUALFUND,OAZLX,0,2.42365,4.2902145,0.73,,4,5,0.4508
12.005713,0,,,9.72,14.77,14.269,12.5938,,,28.21691,0.95,1175212800,,,MUTUALFUND,CEMIX,0,9.92908,1.1894337,1.1,,4,3,0.40592
,,,,9.632445,14.631621,14.124379,12.409111,0,,,,,,,MUTUALFUND,CEIIIX,,,,,,,,
11.993249,0,,,9.87,14.98,14.4774,12.7869,,,28.02893,0.95,1175212800,,,MUTUALFUND,CEMVX,0,9.8526,1.2081797,1.35,,4,3,0.38186
,,,,17.395,24.931,23.79654,21.370596,,,12.75618,0.92,1455062400,,,MUTUALFUND,0P000169KT.F,,10.45999,,,,4,3,
,0,5.52,6.766,5.653,8.006,6.1817,6.645385,0.91,,,,,,,ETF,14H0.F,63,,,,0.74123025,,,
,,,,7.81,8.88,8.2548,8.3513,,,,,,,,MUTUALFUND,XBRWX,,,,,,,,
31.071798,0,,,17.02,18.92,18.7836,18.29915,,,5.87903,0.29,1325116800,,,MUTUALFUND,NLSCX,0,2.34973,0.6089123,2.43,,2,1,0.0052
31.144072,0,,,18.09,20.26,20.0914,19.50955,,,6.72,0.29,1325116800,,,MUTUALFUND,NLSIX,0,2.61538,0.6505251,1.32,,3,1,0.0041
31.103973,0,,,17.8,19.88,19.7294,19.1787,,,6.50054,0.29,1325116800,,,MUTUALFUND,NLSAX,0,2.55608,0.6391466,1.68,,3,1,0.0526
,0,,,13.73,20.49,17.7618,17.1087,,,4.13512,1.3,1175472000,,,MUTUALFUND,WMGCX,0,2.6996,,1.79,,2,4,
,0,,,21.81,31.36,28.338,27.2394,,,4.73916,1.3,1175472000,,,MUTUALFUND,WMGYX,0,2.92419,,1.04,,2,4,
,0,,,23.53,33.64,30.6082,29.4002,,,4.94206,1.3,1175472000,,,MUTUALFUND,IYMIX,0,2.97659,,0.79,,2,4,
,0,,,18.76,27.26,24.3446,23.41745,,,4.56679,1.3,1175472000,,,MUTUALFUND,WMGRX,0,2.85474,,1.29,,2,4,
,0,,,23.9,34.13,31.1084,29.86945,,,5.03525,1.3,1175472000,,,MUTUALFUND,IGRFX,0,2.99539,,0.68,,3,4,
,0,,,20.13,29.08,26.1496,25.1356,,,4.73726,1.3,1175472000,,,MUTUALFUND,WMGAX,0,2.93427,,1.04,,2,4,
6.304572,0,,,79.87,111.55,108.4048,100.2507,2.15,,12.7593,1.06,736387200,,,MUTUALFUND,APGAX,0,5.07042,17.408,0.82,1.4311982,3,2,0.0019
7.1409693,0,,,90.39,126.32,122.7618,113.48435,2.15,,12.8952,1.06,736387200,,,MUTUALFUND,ALLIX,0,5.12402,17.408,0.61,1.6210682,3,2,0.0322
7.205882,0,,,91.14,127.47,123.8704,114.47285,2.15,,12.97194,1.06,736387200,,,MUTUALFUND,APGYX,0,5.13868,17.408,0.57,1.6358042,3,2,0.0637
7.1742873,0,,,49.11,127.02,99.5294,69.80315,2.15,,12.13198,1.06,736387200,,,MUTUALFUND,APGCX,0,4.87419,17.408,1.57,1.6286318,3,2,
,0,,,21.04,23.13,22.8844,22.35465,,,,,,,,MUTUALFUND,XDFPX,0,,,,,,,
3.3940356,0,,,21.14,30.94,28.2868,26.4873,0.41,,10.70878,1.28,951782400,,,MUTUALFUND,JCNRX,0,6.84015,8.182,1.36,0.8813355,3,4,0.00647
3.5993645,0,,,22.38,32.55,29.9916,28.06305,0.41,,10.8846,1.28,951782400,,,MUTUALFUND,JCNIX,0,6.87719,8.182,1.1,0.9346536,3,4,0.03
3.6384747,0,,,22.54,32.88,30.3008,28.3046,0.41,,11.40478,1.28,951782400,,,MUTUALFUND,JCNNX,0,7.06333,8.182,0.51,0.94480944,4,5,0.1678
3.1288192,0,,,19.5,28.81,26.0766,24.43015,0.41,,10.55486,1.28,951782400,,,MUTUALFUND,JCNCX,0,6.81177,8.182,1.62,0.81246626,3,4,
3.616475,0,,,22.45,32.69,30.1204,28.16685,0.41,,11.0748,1.28,951782400,,,MUTUALFUND,JCNAX,0,6.95804,8.182,0.89,0.93909675,3,4,0.05933
3.6372526,0,,,22.56,32.86,30.298,28.32215,0.41,,11.20347,1.28,951782400,,,MUTUALFUND,JSVAX,0,6.98887,8.182,0.76,0.94449204,4,4,0.09862
3.6458077,0,,,22.59,32.93,30.3568,28.36595,0.41,,11.29964,1.28,951782400,,,MUTUALFUND,JCONX,0,7.04861,8.182,0.62,0.9467136,4,4,0.1369
3.6445856,0,,,22.59,32.92,30.3518,28.36385,0.41,,11.26354,1.28,951782400,,,MUTUALFUND,JACNX,0,7.01389,8.182,0.64,0.94639623,4,4,0.13148
,0,,,63.74,67.51,67.3172,65.8794,,,5.11337,0.36,1464652800,,,MUTUALFUND,PRVBX,0,2.76716,,0.65,,5,5,2.31015
,0,,,63.58,67.24,67.0266,65.64245,,,4.92163,0.36,1464652800,,,MUTUALFUND,PRVDX,0,2.70021,,0.9,,4,4,2.14917
,0,,,62.44,65.69,65.4362,64.22615,,,4.32424,0.36,1464652800,,,MUTUALFUND,PRVHX,0,2.49255,,1.65,,3,4,1.71585
13.964863,0,,,21.98,29.5,28.5934,26.70765,,,11.41748,1.13,1036108800,,,MUTUALFUND,HAMVX,0,8.96316,2.1124446,0.85,,3,4,0.35325
2.6043203,0,,,14.97,20.29,18.9666,17.9993,0.25,,8.31919,1.07,1033430400,,,MUTUALFUND,TIMVX,0,6.33333,7.453,0.46,0.9708883,3,3,0.30399
19.915974,0,,,27.13,37.66,33.1766,31.99455,0.26,,5.15885,1.01,1112313600,,,MUTUALFUND,MVCKX,0,4.46875,1.6961259,0.62,1.0909443,4,2,0.4185
27.249912,0,,,9.94,13.78,13.211,12.2505,,,12.29181,1.05,1007078400,,,MUTUALFUND,SMVTX,0,9.2887,0.5038548,1.01,,3,3,0.13101
18.943306,0,,,15.15,19.09,17.941,17.61245,,,4.16429,1.14,883440000,,,MUTUALFUND,PQNCX,0,4.28327,0.95865,1.75,,2,4,0.34865
,,,,367.5,471.18,461.9704,439.92075,,,10.28775,0.81,1510099200,,,MUTUALFUND,0P0000D1UQ,,5.25408,,,,4,2,
19.627274,0,,,46.33,62.31,59.0186,55.93365,,,9.0146,1.04,760320000,,,MUTUALFUND,FMVQX,0,7.2724,3.0457618,0.75,,4,3,0.7515
17.98237,0,,,13.48,17.14,15.3674,15.2926,,,0.2584,1.03,1427846400,,,MUTUALFUND,APDQX,0,0.97593,0.8697408,1.06,,2,3,0.09767
,0,,,28.32,38.95,33.2936,32.5045,,,3.63748,0.99,988588800,,,MUTUALFUND,JMVZX,0,3.28725,,1.35,,2,2,0.18006
,0,,,14.04,17.44,14.372,15.30105,,,3.8158,0.99,1235692800,,,MUTUALFUND,IJMIX,0,3.43295,,0.85,,3,2,0.0029
18.763948,0,,,11.96,16.53,15.1758,14.4185,,,7.74648,1.11,1430092800,,,MUTUALFUND,BBVSX,0,6.47182,0.82711804,0.41,,3,3,0.19152
,0,,,24.06,35.76,31.1064,29.4695,,,7.52563,1.23,1171324800,,,MUTUALFUND,FSMVX,0,5.87038,,0.83,,4,4,0.29
19.91928,0,,,11.97,15.35,13.4742,13.41145,,,2.07869,0.94,1414713600,,,MUTUALFUND,HRMDX,0,1.62602,0.6747232,1.1,,3,2,0.11232
14.977514,0,,,9.99,15.41,11.7728,11.7161,,,1.25209,1.26,1396224000,,,MUTUALFUND,PZIMX,0,2.10438,0.78250635,0.9,,2,5,0.20372
,,,,232.94,295.56,289.6502,277.4331,,,8.64958,0.81,1510099200,,,MUTUALFUND,0P00000X6U,,4.72611,,,,3,1,
19.736858,375370,175.65,178.02,139.38,177.86,173.3242,165.93616,0,173.57,9.75085,1,1155772800,0.1453621,0.1282917,ETF,VOE,296646,6.67345,8.931513,0.07,,,,
22.459347,30660,36.99,41.26,29.8,39.42,38.51828,36.233604,0,38.66,11.18459,1.09,1481587200,0.1385321,0.1163696,ETF,NUMV,24139,7.26768,1.7409233,0.31,,,,
17.808573,91640,83.01,85.71,65.86,86.65,82.835,79.84655,,83.54681,5.30285,1.2,1131408000,0.139313,0.1443904,ETF,MDYV,81553,5.47906,4.746029,0.15,,,,
18.726757,26650,81.26,81.59,64.02,82.09,79.8716,76.42945,1.18,79.89424,9.94151,1.02,1088380800,0.1446369,0.142429,ETF,IMCV,25039,6.23548,4.346962,0.06,1.271687,,,
20.695116,824420,140.61,140.63,108.85,141.96,138.633,132.26665,1.627,139.3498,9.33442,1.1,995328000,0.1454718,0.122507,ETF,IWS,534674,6.1523,6.797739,0.23,1.2423282,,,
22.590973,0,,,41.76,51.7,48.7402,47.27275,0,,10.25123,0.78,954460800,,,MUTUALFUND,TRVLX,0,3.64825,2.213716,0.69,,4,2,0.5742
,0,,,31.19,50.96,48.6536,42.2258,,,18.61676,1.24,1210291200,,,MUTUALFUND,FDGRX,0,14.06436,,0.52,,5,5,0.0093
,0,,,23.5,39.05,37.2492,32.1509,,,20.38803,1.28,1560384000,,,MUTUALFUND,FGKFX,0,14.51361,,0.45,,4,4,0.013
,0,,,31.4,51.33,49.005,42.52335,,,18.66535,1.24,1210291200,,,MUTUALFUND,FGCKX,0,14.05917,,0.45,,5,5,0.0016
26.176825,5362930,108.24,108.27,41.85,112.45,97.865,73.3093,,105.43,131.26463,1.03,1257811200,0.5752714,0.1474646,ETF,GDXJ,6727474,46.18801,4.136483,0.51,,,,
,,93.16,93.38,94.26,94.26,,,,,,,,,,ETF,VE42.HM,,,,,,,,
,8,0,0,867.99,2094,1795.6284,1385.3087,,105.43,,,1257811200,,,ETF,GDXJ.MX,319,,,0.51,,,,
,,92.96,93.66,93.12,95.15,,,,,,,,,,ETF,VE42.BE,,,,,,,,
,,93.05,93.49,93.63,93.63,,,,,,,,,,ETF,VE42.MU,,,,,,,,
,,93.16,93.38,93.21,93.21,,,,,,,,,,ETF,VE42.HA,,,,,,,,
27.796883,0,,,10.72,26.95,24.1724,18.4353,,,122.79889,0.91,1159747200,,,MUTUALFUND,INIYX,0,41.57833,0.9695332,1.1,,4,3,0.8085
27.800486,0,,,14.63,36.82,33.0272,25.18705,,,122.79512,0.91,1159747200,,,MUTUALFUND,INIIX,0,41.61276,1.3244373,1,,4,3,0.8222
27.755283,0,,,8.28,20.63,18.5222,14.16465,,,120.98321,0.9,1159747200,,,MUTUALFUND,IIGCX,0,41.22605,0.7432819,2.2,,3,3,0.7063
27.78762,0,,,10.33,25.91,23.2484,17.743,,,122.30769,0.91,1159747200,,,MUTUALFUND,INIVX,0,41.49327,0.9324296,1.42,,3,3,0.775
54.45756,217660,51.75,52.67,19.66,53.13,43.71606,32.054554,0,48.0318,,0,1736812800,,,ETF,SLVR,321166,48.94586,0.9605645,0.65,,,,
21.647352,0,,,37.49,46.06,45.3698,42.9564,,,14.13189,0.91,1714435200,,,MUTUALFUND,FPACX,0,5.54133,2.127743,1.06,,5,4,0.11076
21.63829,,,,37.47,46.03,45.3444,42.9356,,,14.05449,0.91,1714435200,,,MUTUALFUND,FPFRX,,5.51933,2.1272476,1.15,,5,4,0.08962
21.650005,0,,,37.54,46.13,45.4352,43.0137,,,14.15483,0.91,1714435200,,,MUTUALFUND,FPCSX,0,5.5336,2.1307154,1,,5,4,0.11662
,0,,,9.11,12.2,11.4746,10.92835,,,9.1849,1.18,1383782400,,,MUTUALFUND,FJACX,0,7.75623,,0,,3,3,0.03
,0,,,15.65,20.42,19.8046,18.6966,0,,12.97055,1.17,889660800,,,MUTUALFUND,FSLCX,0,8.65542,,0.87,,3,3,0.009
,0,0,0,0,13.26,6.2086,6.0066,,,14.02439,1.17,1495670400,,,MUTUALFUND,FKICX,0,8.88502,,0.6,,3,2,0.104
1.7872024,0,,,71.88,106.89,81.9382,83.56945,6.6,,-7.54423,1.4,534384000,,,MUTUALFUND,WGROX,0,-3.02288,45.837,1.17,0.8429284,4,3,0.0062
1.8286536,0,,,73.49,109.06,83.832,85.47145,6.6,,-7.46789,1.4,534384000,,,MUTUALFUND,WIGRX,0,-3.00126,45.837,1.05,0.8624788,4,3,0.02778
,,,,8.77,9.95,9.235,9.294727,,,,,,,,MUTUALFUND,CRDYX,,,,,,,,
,0,,,18.95,25.75,23.677,21.5714,,,7.81697,0.67,1264636800,,,MUTUALFUND,DLHCX,0,10.77375,,1.96,,4,2,0.006
,0,,,20.83,28.39,26.0964,23.74095,,,8.20669,0.67,1264636800,,,MUTUALFUND,DLRHX,0,10.90343,,1.46,,5,2,0.08623
,0,,,21.49,29.34,26.9652,24.5122,,,8.42105,0.67,1264636800,,,MUTUALFUND,DLHAX,0,10.99138,,1.21,,5,2,0.02657
,0,,,21.74,29.73,27.3154,24.81465,,,8.62141,0.67,1264636800,,,MUTUALFUND,DLHIX,0,11.07325,,0.96,,5,2,0.09912
,0,,,24.76,36.59,34.7486,31.83195,0,,9.47016,1.24,776044800,,,MUTUALFUND,BRUSX,0,13.01478,,1.24,,4,5,0.05813
,0,,,9.3,15.15,14.5628,12.59075,0,,11.37771,1.29,870307200,,,MUTUALFUND,BRSIX,0,17.56536,,0.75,,2,5,0.07969
,0,,,43.4,53.92,51.2426,50.13715,,,6.78724,0.82,1302220800,,,MUTUALFUND,GOODX,0,4.59793,,1.1,,4,4,0.53999
18.802992,,,,8.52,11.83,11.3776,10.68485,,,5.67766,,1706572800,,,MUTUALFUND,ESCQX,,7.74977,0.6073502,0.61,,0,0,0.04102
